,%time,field.header.seq,field.header.stamp,field.header.frame_id,field.timestamp_,field.frame_number_,field.left_host_lane_.header.seq,field.left_host_lane_.header.stamp,field.left_host_lane_.header.frame_id,field.left_host_lane_.lane_id_,field.left_host_lane_.lane_track_status_,field.left_host_lane_.lane_exsit_conf_,field.left_host_lane_.lane_type_,field.left_host_lane_.lane_type_conf_,field.left_host_lane_.lane_color_,field.left_host_lane_.line_width_,field.left_host_lane_.coeffA_,field.left_host_lane_.coeffA_std_,field.left_host_lane_.coeffB_,field.left_host_lane_.coeffB_std_,field.left_host_lane_.coeffC_,field.left_host_lane_.coeffC_std_,field.left_host_lane_.coeffD_,field.left_host_lane_.coeffD_std_,field.left_host_lane_.lane_startX_,field.left_host_lane_.lane_startY_,field.left_host_lane_.lane_end_,field.left_host_lane_.lane_total_age_,field.left_host_lane_.lane_init_age_,field.left_host_lane_.lane_measure_age_,field.left_host_lane_.lane_predict_age_,field.left_host_lane_.lane_change_,field.right_host_lane_.header.seq,field.right_host_lane_.header.stamp,field.right_host_lane_.header.frame_id,field.right_host_lane_.lane_id_,field.right_host_lane_.lane_track_status_,field.right_host_lane_.lane_exsit_conf_,field.right_host_lane_.lane_type_,field.right_host_lane_.lane_type_conf_,field.right_host_lane_.lane_color_,field.right_host_lane_.line_width_,field.right_host_lane_.coeffA_,field.right_host_lane_.coeffA_std_,field.right_host_lane_.coeffB_,field.right_host_lane_.coeffB_std_,field.right_host_lane_.coeffC_,field.right_host_lane_.coeffC_std_,field.right_host_lane_.coeffD_,field.right_host_lane_.coeffD_std_,field.right_host_lane_.lane_startX_,field.right_host_lane_.lane_startY_,field.right_host_lane_.lane_end_,field.right_host_lane_.lane_total_age_,field.right_host_lane_.lane_init_age_,field.right_host_lane_.lane_measure_age_,field.right_host_lane_.lane_predict_age_,field.right_host_lane_.lane_change_,field.left_neigbour_lane_.header.seq,field.left_neigbour_lane_.header.stamp,field.left_neigbour_lane_.header.frame_id,field.left_neigbour_lane_.lane_id_,field.left_neigbour_lane_.lane_track_status_,field.left_neigbour_lane_.lane_exsit_conf_,field.left_neigbour_lane_.lane_type_,field.left_neigbour_lane_.lane_type_conf_,field.left_neigbour_lane_.lane_color_,field.left_neigbour_lane_.line_width_,field.left_neigbour_lane_.coeffA_,field.left_neigbour_lane_.coeffA_std_,field.left_neigbour_lane_.coeffB_,field.left_neigbour_lane_.coeffB_std_,field.left_neigbour_lane_.coeffC_,field.left_neigbour_lane_.coeffC_std_,field.left_neigbour_lane_.coeffD_,field.left_neigbour_lane_.coeffD_std_,field.left_neigbour_lane_.lane_startX_,field.left_neigbour_lane_.lane_startY_,field.left_neigbour_lane_.lane_end_,field.left_neigbour_lane_.lane_total_age_,field.left_neigbour_lane_.lane_init_age_,field.left_neigbour_lane_.lane_measure_age_,field.left_neigbour_lane_.lane_predict_age_,field.left_neigbour_lane_.lane_change_,field.right_neigbour_lane_.header.seq,field.right_neigbour_lane_.header.stamp,field.right_neigbour_lane_.header.frame_id,field.right_neigbour_lane_.lane_id_,field.right_neigbour_lane_.lane_track_status_,field.right_neigbour_lane_.lane_exsit_conf_,field.right_neigbour_lane_.lane_type_,field.right_neigbour_lane_.lane_type_conf_,field.right_neigbour_lane_.lane_color_,field.right_neigbour_lane_.line_width_,field.right_neigbour_lane_.coeffA_,field.right_neigbour_lane_.coeffA_std_,field.right_neigbour_lane_.coeffB_,field.right_neigbour_lane_.coeffB_std_,field.right_neigbour_lane_.coeffC_,field.right_neigbour_lane_.coeffC_std_,field.right_neigbour_lane_.coeffD_,field.right_neigbour_lane_.coeffD_std_,field.right_neigbour_lane_.lane_startX_,field.right_neigbour_lane_.lane_startY_,field.right_neigbour_lane_.lane_end_,field.right_neigbour_lane_.lane_total_age_,field.right_neigbour_lane_.lane_init_age_,field.right_neigbour_lane_.lane_measure_age_,field.right_neigbour_lane_.lane_predict_age_,field.right_neigbour_lane_.lane_change_
452,1634697464928122907,20991,1634697387637018860,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.84700000286,0.0,0.0142999999225,0.0,0.00663000019267,0.0,-2.54599999607e-05,0.0,0.0,0.0,47.0400009155,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.8029999733,0.0,-0.00310000008903,0.0,0.00646999990568,0.0,-2.69999986813e-07,0.0,0.0,0.0,29.5300006866,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
454,1634697465029925631,20993,1634697387737399420,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.91400003433,0.0,0.0110999997705,0.0,0.00659999996424,0.0,-3.27900015691e-05,0.0,0.0,0.0,55.3800010681,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.75899994373,0.0,0.0,0.0,0.00643000006676,0.0,-9.7399997685e-06,0.0,0.0,0.0,31.0900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
455,1634697465078731966,20994,1634697387787409200,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.92999994755,0.0,0.0185000002384,0.0,0.00647999998182,0.0,-3.28399983118e-05,0.0,0.0,0.0,55.3800010681,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.74100005627,0.0,-0.00170000002254,0.0,0.00639999983832,0.0,-8.5499996203e-06,0.0,0.0,0.0,31.0900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
456,1634697465128144875,20995,1634697387837039320,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.89400005341,0.0,0.0116999996826,0.0,0.00645000021905,0.0,-3.10499999614e-05,0.0,0.0,0.0,54.0200004578,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.77799999714,0.0,-0.000199999994948,0.0,0.00640999991447,0.0,-5.16999989486e-06,0.0,0.0,0.0,32.8499984741,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
458,1634697465230560559,20997,1634697387937214070,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.86300003529,0.0,0.016799999401,0.0,0.00632000016049,0.0,-3.08599992422e-05,0.0,0.0,0.0,54.0200004578,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.77900004387,0.0,0.00230000005104,0.0,0.00639999983832,0.0,-5.16999989486e-06,0.0,0.0,0.0,32.8499984741,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
459,1634697465278955009,20998,1634697387987914810,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.95500004292,0.0,0.0218000002205,0.0,0.00627999985591,0.0,-2.27500004257e-05,0.0,0.0,0.0,41.5400009155,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.7159999609,0.0,-0.000699999975041,0.0,0.00640999991447,0.0,-1.67999996847e-06,0.0,0.0,0.0,29.9400005341,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
460,1634697465328582652,20999,1634697388037483490,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.97099995613,0.0,0.0222999993712,0.0,0.00625000009313,0.0,-2.09699992411e-05,0.0,0.0,0.0,41.5400009155,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.71500003338,0.0,-0.000199999994948,0.0,0.00640999991447,0.0,-1.65999995261e-06,0.0,0.0,0.0,29.9400005341,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
462,1634697465429832853,21001,1634697388137306520,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.93599998951,0.0,0.00510000018403,0.0,0.00613000011072,0.0,-2.55300001299e-05,0.0,0.0,0.0,43.4199981689,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.76100003719,0.0,0.000399999989895,0.0,0.00639999983832,0.0,-9.50000014655e-07,0.0,0.0,0.0,30.7299995422,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
463,1634697465478155813,21002,1634697388186977730,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.96300005913,0.0,0.00800000037998,0.0,0.00620999978855,0.0,-3.01799991576e-05,0.0,0.0,0.0,54.1899986267,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.73599994183,0.0,0.00270000007004,0.0,0.00640999991447,0.0,-1.39999997373e-07,0.0,0.0,0.0,30.5200004578,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
464,1634697465528884103,21003,1634697388236957770,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.94000005722,0.0,0.00609999988228,0.0,0.00612000003457,0.0,-3.00100000459e-05,0.0,0.0,0.0,54.1899986267,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.74000000954,0.0,0.00219999998808,0.0,0.00640999991447,0.0,-2.09999996059e-07,0.0,0.0,0.0,30.5200004578,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
466,1634697465630736162,21005,1634697388337881410,,0,0,0,0,,125,0,0,1,0,0,0.0,-2.00200009346,0.0,0.0315000005066,0.0,0.00620999978855,0.0,-2.71099997917e-05,0.0,0.0,0.0,52.5099983215,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.59800004959,0.0,0.016799999401,0.0,0.00626999977976,0.0,-1.97099998331e-05,0.0,0.0,0.0,42.9300003052,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
467,1634697465678376922,21006,1634697388387077040,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.95799994469,0.0,0.0282000005245,0.0,0.00616999994963,0.0,-2.70900000032e-05,0.0,0.0,0.0,47.6699981689,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.72599995136,0.0,-0.0185000002384,0.0,0.00889000017196,0.0,-6.22200022917e-05,0.0,0.0,0.0,41.5699996948,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
468,1634697465729101871,21007,1634697388437899150,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.94299995899,0.0,0.0272000003606,0.0,0.00609999988228,0.0,-2.69100000878e-05,0.0,0.0,0.0,47.6699981689,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.72699999809,0.0,-0.017899999395,0.0,0.00860000029206,0.0,-5.85300003877e-05,0.0,0.0,0.0,41.5699996948,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
470,1634697465832984120,21009,1634697388539784460,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.99199998379,0.0,0.0248000007123,0.0,0.00607000011951,0.0,-2.68900002993e-05,0.0,0.0,0.0,46.2599983215,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.76800000668,0.0,-0.0187999997288,0.0,0.00862000044435,0.0,-5.96600002609e-05,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
471,1634697465878779416,21010,1634697388587064890,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.98099994659,0.0,0.0230999998748,0.0,0.00600000005215,0.0,-2.66799997917e-05,0.0,0.0,0.0,46.2599983215,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.76699995995,0.0,-0.0138999996707,0.0,0.00832000002265,0.0,-5.58499996259e-05,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
472,1634697465928786895,21011,1634697388637660550,,0,0,0,0,,125,0,0,1,0,0,0.0,-2.01099991798,0.0,0.0193000007421,0.0,0.00598999997601,0.0,-2.95099998766e-05,0.0,0.0,0.0,51.7999992371,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.77100002766,0.0,-0.0115999998525,0.0,0.00832000002265,0.0,-6.1149999965e-05,0.0,0.0,0.0,35.7299995422,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
474,1634697466030450228,21013,1634697388737362150,,0,0,0,0,,125,0,0,1,0,0,0.0,-2.0569999218,0.0,0.033900000155,0.0,0.00590000022203,0.0,-3.29200011038e-05,0.0,0.0,0.0,53.6500015259,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.71399998665,0.0,-0.00600000005215,0.0,0.00791000016034,0.0,-5.28400014446e-05,0.0,0.0,0.0,47.1399993896,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
475,1634697466078554235,21014,1634697388787352400,,0,0,0,0,,125,0,0,1,0,0,0.0,-2.01600003242,0.0,0.035300001502,0.0,0.00578999985009,0.0,-3.29200011038e-05,0.0,0.0,0.0,53.6500015259,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.69900000095,0.0,-0.00230000005104,0.0,0.00765000004321,0.0,-5.12299993716e-05,0.0,0.0,0.0,47.1399993896,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
476,1634697466129091680,21015,1634697388837891500,,0,0,0,0,,125,0,0,1,0,0,0.0,-2.01600003242,0.0,0.0375000014901,0.0,0.00575000001118,0.0,-3.29399990733e-05,0.0,0.0,0.0,49.8100013733,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.70700001717,0.0,-0.00289999996312,0.0,0.00755999982357,0.0,-4.5479999244e-05,0.0,0.0,0.0,40.2099990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
478,1634697466232079305,21017,1634697388939386230,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.97099995613,0.0,0.0384000018239,0.0,0.00563000002876,0.0,-3.29399990733e-05,0.0,0.0,0.0,49.8100013733,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.7009999752,0.0,-0.000699999975041,0.0,0.00734000001103,0.0,-4.38999995822e-05,0.0,0.0,0.0,40.2099990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
479,1634697466278624627,21018,1634697388987351230,,0,0,0,0,,125,0,0,1,0,0,0.0,-2.05399990082,0.0,0.0397999994457,0.0,0.00557000003755,0.0,-2.58100008068e-05,0.0,0.0,0.0,50.2799987793,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.7460000515,0.0,-0.00350000010803,0.0,0.00718000018969,0.0,-3.39299986081e-05,0.0,0.0,0.0,40.0299987793,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
480,1634697466328923288,21019,1634697389037832560,,0,0,0,0,,125,0,0,1,0,0,0.0,-2.04200005531,0.0,0.0386000014842,0.0,0.00553999980912,0.0,-2.55899994954e-05,0.0,0.0,0.0,50.2799987793,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.7460000515,0.0,-0.00300000002608,0.0,0.00712000019848,0.0,-3.35699987772e-05,0.0,0.0,0.0,40.0299987793,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
482,1634697466430469439,21021,1634697389137914540,,0,0,0,0,,125,0,0,1,0,0,0.0,-2.007999897,0.0,0.0375000014901,0.0,0.00545000005513,0.0,-2.23700008064e-05,0.0,0.0,0.0,55.7200012207,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.76199996471,0.0,-0.0046999999322,0.0,0.00698000006378,0.0,-2.61900004261e-05,0.0,0.0,0.0,39.9799995422,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
483,1634697466478792403,21022,1634697389187659710,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.9960000515,0.0,0.0379999987781,0.0,0.0054199998267,0.0,-1.97699991986e-05,0.0,0.0,0.0,55.3899993896,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.78900003433,0.0,-0.00980000011623,0.0,0.00699000013992,0.0,-1.90800001292e-05,0.0,0.0,0.0,39.5900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
484,1634697466528640615,21023,1634697389237511220,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.98800003529,0.0,0.0366999991238,0.0,0.00540000014007,0.0,-1.93699997908e-05,0.0,0.0,0.0,55.3899993896,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.78499996662,0.0,-0.00899999961257,0.0,0.00695999991149,0.0,-1.8930000806e-05,0.0,0.0,0.0,39.5900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
486,1634697466630925103,21025,1634697389338017170,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.93200004101,0.0,0.0280000008643,0.0,0.00535000022501,0.0,-1.4690000171e-05,0.0,0.0,0.0,54.0299987793,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.79200005531,0.0,-0.00829999987036,0.0,0.00695999991149,0.0,-1.27699995573e-05,0.0,0.0,0.0,35.7900009155,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
487,1634697466678929627,21026,1634697389387628330,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.64499998093,0.0,-0.00480000022799,0.0,0.0117499995977,0.0,-1.06199995571e-05,0.0,0.0,0.0,25.6299991608,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.99500000477,0.0,-0.104500003159,0.0,0.0129899997264,0.0,2.19499997911e-05,0.0,0.0,0.0,23.9200000763,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
488,1634697466728305418,21027,1634697389437105510,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.64499998093,0.0,0.00510000018403,0.0,0.0117199998349,0.0,-1.06199995571e-05,0.0,0.0,0.0,25.6299991608,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.94400000572,0.0,-0.0930000022054,0.0,0.0130399996415,0.0,2.20500005526e-05,0.0,0.0,0.0,23.9200000763,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
490,1634697466830584133,21029,1634697389537831960,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.63399994373,0.0,-0.00410000002012,0.0,0.0117300003767,0.0,-8.23000027594e-06,0.0,0.0,0.0,25.0,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.9509999752,0.0,-0.0958999991417,0.0,0.0130599997938,0.0,1.31699998747e-05,0.0,0.0,0.0,22.4400005341,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
491,1634697466878939169,21030,1634697389587769750,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.63399994373,0.0,0.00570000009611,0.0,0.0117100002244,0.0,-8.23000027594e-06,0.0,0.0,0.0,25.0,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.90499997139,0.0,-0.084399998188,0.0,0.0130899995565,0.0,1.32799996209e-05,0.0,0.0,0.0,22.4400005341,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
492,1634697466930861482,21031,1634697389639596350,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.64199995995,0.0,-0.00820000004023,0.0,0.0117499995977,0.0,-3.98000020141e-06,0.0,0.0,0.0,27.0499992371,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.95700001717,0.0,-0.100400000811,0.0,0.0131599996239,0.0,1.51300000653e-05,0.0,0.0,0.0,23.4799995422,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
494,1634697467029809189,21033,1634697389737184800,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.67299997807,0.0,-0.01070000045,0.0,0.0117899999022,0.0,1.93999994735e-06,0.0,0.0,0.0,29.9400005341,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.93499994278,0.0,-0.104599997401,0.0,0.0132400002331,0.0,9.77000036073e-06,0.0,0.0,0.0,24.3799991608,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
